id,sku,ean,ean_uk,ean_it,ean_de,ean_fr,ean_es,ean_pt,ean_us,name,slug,width,length,height,frame_width,folded_up_height,folded_up_projection,folded_down_projection,frame_distance_from_ground,mounting_frame_height,maximum_mattress_depth,orientation,type,color,weight,stock,package_dimensions,pack_1,pack_2,pack_3,pack_4,price_gbp,price_euro,price_usd,sale_percent,sale_fix_gbp,sale_fix_euro,sale_fix_usd,sale_price_gbp,sale_price_euro,sale_price_usd,category,parent_category,sub_category,backorder,visibility,warranty,description,image,hover_image,product_images,product_image_alt,meta_title,meta_description,has_3d,created_at,updated_at
49,44490200,5094291044973,5061099649674,5061099648516,5061099647359,5061099647939,5061099646772,5061099649094,5061118251284,European Single Vertical Classic MORPHY™ Bed,european-single-vertical-classic-morphy-bed-90x200,900,2000,,1000,2035,400,2150,204,510,300,Vertical,Classic,Black,32,100,,55x50x25,155x25x15,,,749,749,749,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single Vertical Classic MORPHY™ Bed 90x200 Black,European Single Vertical Classic MORPHY™ Bed 90x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.022502+00,2026-08-25 08:58:00.022502+00
50,44496190,5079345325927,,5061099648523,5061099647366,5061099647946,5061099646789,5061099649100,,European Single XL Vertical Classic MORPHY™ Bed,european-single-xl-vertical-classic-morphy-bed-96x190,960,1900,,1060,1935,400,2050,204,510,300,Vertical,Classic,Black,34,100,,55x44x24,140x20x15,,,799,799,799,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single XL Vertical Classic MORPHY™ Bed 96x190 Black,European Single XL Vertical Classic MORPHY™ Bed 96x190,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.022502+00,2026-08-25 08:58:00.022502+00
51,44496200,5027504847137,,5061099648530,5061099647373,5061099647953,5061099646796,5061099649117,,European Single XL Long Vertical Classic MORPHY™ Bed,european-single-xl-long-vertical-classic-morphy-bed-96x200,960,2000,,1060,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,,,,,799,799,799,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single XL Long Vertical Classic MORPHY™ Bed 96x200 Black,European Single XL Long Vertical Classic MORPHY™ Bed 96x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
52,444100190,5007706935046,5061099649681,5061099648547,5061099647380,5061099647960,5061099646802,5061099649124,5061118251307,Single XL Vertical Classic MORPHY™ Bed,single-xl-vertical-classic-morphy-bed-100x190,1000,1900,,1100,1935,400,2050,204,510,300,Vertical,Classic,Black,,100,,,,,,799,799,799,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Single XL Vertical Classic MORPHY™ Bed 100x190 Black,Single XL Vertical Classic MORPHY™ Bed 100x190,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
53,444100200,5066907490241,5061099649698,5061099648554,5061099647397,5061099647977,5061099646819,5061099649131,5061118251321,Single XL Long Vertical Classic MORPHY™ Bed,single-xl-long-vertical-classic-morphy-bed-100x200,1000,2000,,1100,2035,400,2150,204,510,300,Vertical,Classic,Black,45,100,,105x49x18,150x22x20,,,799,799,799,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Single XL Long Vertical Classic MORPHY™ Bed 100x200 Black,Single XL Long Vertical Classic MORPHY™ Bed 100x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
54,444120190,5093003394175,5061099649704,5061099648561,5061099647403,5061099647984,5061099646826,5061099649148,5061118251345,Small Double Vertical Classic MORPHY™ Bed,small-double-vertical-classic-morphy-bed-120x190,1200,1900,,1300,1935,400,2050,204,510,300,Vertical,Classic,Black,37,100,,130x15x20,103cmx50x16,,,849,849,849,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Double Vertical Classic MORPHY™ Bed 120x190 Black,Small Double Vertical Classic MORPHY™ Bed 120x190,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
55,444120200,5013445622576,5061099649711,5061099648578,5061099647410,5061099647991,5061099646833,5061099649155,5061118251369,European Small Double Vertical Classic MORPHY™ Bed,european-small-double-vertical-classic-morphy-bed-120x200,1200,2000,,1300,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,,,,,849,849,849,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Small Double Vertical Classic MORPHY™ Bed 120x200 Black,European Small Double Vertical Classic MORPHY™ Bed 120x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
56,444135190,5099944007892,5061099649728,5061099648585,5061099647427,5061099648004,5061099646840,5061099649162,5061118251383,Double Vertical Classic MORPHY™ Bed,double-vertical-classic-morphy-bed-135x190,1350,1900,,1450,1935,400,2050,204,510,300,Vertical,Classic,Black,45,100,,105x50x18,144x17x20,,,899,899,899,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Double Vertical Classic MORPHY™ Bed 135x190 Black,Double Vertical Classic MORPHY™ Bed 135x190,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
57,444140190,5072439879472,5061099649735,5061099648592,5061099647434,5061099648011,5061099646857,5061099649179,5061118251406,European Double Vertical Classic MORPHY™ Bed,european-double-vertical-classic-morphy-bed-140x190,1400,1900,,1500,1935,400,2050,204,510,300,Vertical,Classic,Black,39,100,,140x15x20,103x50x16,,,899,899,899,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Double Vertical Classic MORPHY™ Bed 140x190 Black,European Double Vertical Classic MORPHY™ Bed 140x190,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
58,444140200,5050928917246,5061099649742,5061099648608,5061099647441,5061099648028,5061099646864,5061099649186,5061118251420,European Double Long Vertical Classic MORPHY™ Bed,european-double-long-vertical-classic-morphy-bed-140x200,1400,2000,,1500,2035,400,2150,204,510,300,Vertical,Classic,Black,39,100,,140x15x20,103x50x16,,,949,949,949,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Double Long Vertical Classic MORPHY™ Bed 140x200 Black,European Double Long Vertical Classic MORPHY™ Bed 140x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
59,444150200,5095430262885,5061099649759,5061099648615,5061099647458,5061099648035,5061099646871,5061099649193,5061118251444,King Vertical Classic MORPHY™ Bed,king-vertical-classic-morphy-bed-150x200,1500,2000,,1600,2035,400,2150,204,510,300,Vertical,Classic,Black,48,100,,103x50x17,158x20x16,,,999,999,999,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",King Vertical Classic MORPHY™ Bed 150x200 Black,King Vertical Classic MORPHY™ Bed 150x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
60,444160200,5000826346657,5061099649766,5061099648622,5061099647465,5061099648042,5061099646888,5061099649209,5061118251468,European King Vertical Classic MORPHY™ Bed,european-king-vertical-classic-morphy-bed-160x200,1600,2000,,1700,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,,,,,999,999,999,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European King Vertical Classic MORPHY™ Bed 160x200 Black,European King Vertical Classic MORPHY™ Bed 160x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
61,444180200,5029303189344,5061099649773,5061099648639,5061099647472,5061099648059,5061099646895,5061099649216,5061118251482,Super King Vertical Classic MORPHY™ Bed,super-king-vertical-classic-morphy-bed-180x200,1800,2000,,1800,2035,400,2150,204,510,300,Vertical,Classic,Black,54,100,,55x47x24,46x46x11,103x50x16,,1199,1199,1199,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King Vertical Classic MORPHY™ Bed 180x200 Black,Super King Vertical Classic MORPHY™ Bed 180x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
62,444192200,5076755472394,,5061099648646,5061099647489,5061099648066,5061099646901,5061099649223,,Super King XL Vertical Classic MORPHY™ Bed,super-king-xl-vertical-classic-morphy-bed-192x200,1920,2000,,2020,2035,400,2150,204,510,300,Vertical,Classic,Black,67,100,,105x50x18,143x18x17,98x18x17,47x45x12,1249,1249,1249,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King XL Vertical Classic MORPHY™ Bed 192x200 Black,Super King XL Vertical Classic MORPHY™ Bed 192x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
63,444333200200,5039786248854,5061118252441,,,,,,,Super King XXL Vertical Classic MORPHY™ Bed,super-king-xxl-vertical-classic-morphy-bed-200x200,2000,2000,,2120,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,,,,,1299,1299,1299,,,,,,,,MORPHY™ Beds > Vertical > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King XXL Vertical Classic MORPHY™ Bed 200x200 Black,Super King XXL Vertical Classic MORPHY™ Bed 200x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
64,44419076,5017205882208,5061099649780,5061099648653,5061099647496,5061099648073,5061099646918,5061099649230,5061118251215,Small Single Horizontal Classic MORPHY™ Bed,small-single-horizontal-classic-morphy-bed-190x76,1900,760,,2000,795,400,910,204,510,300,Horizontal,Classic,Black,,100,,,,,,749,749,749,,,,,,,,MORPHY™ Beds > Horizontal > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Single Horizontal Classic MORPHY™ Bed 190x76 Black,Small Single Horizontal Classic MORPHY™ Bed 190x76,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
65,44419080,5051329972607,5061099649797,5061099648660,5061099647502,5061099648080,5061099646925,5061099649247,5061118251239,Small Single XL Horizontal Classic MORPHY™ Bed,small-single-xl-horizontal-classic-morphy-bed-190x80,1900,800,,2000,835,400,950,204,510,300,Horizontal,Classic,Black,,100,,,,,,749,749,749,,,,,,,,MORPHY™ Beds > Horizontal > Classic,beds,Classic,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Single XL Horizontal Classic MORPHY™ Bed 190x80 Black,Small Single XL Horizontal Classic MORPHY™ Bed 190x80,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
